5	1024
0 0 0 0 0 	7.896754
0 0 0 0 1 	-5.819003
0 0 0 0 2 	2.930399
0 0 0 0 3 	25.271510
0 0 0 1 0 	-4.300876
0 0 0 1 1 	-6.029206
0 0 0 1 2 	-3.442245
0 0 0 1 3 	14.722408
0 0 0 2 0 	8.884731
0 0 0 2 1 	-4.744462
0 0 0 2 2 	-2.693308
0 0 0 2 3 	2.378911
0 0 0 3 0 	7.737840
0 0 0 3 1 	6.479271
0 0 0 3 2 	-0.701347
0 0 0 3 3 	5.107022
0 0 1 0 0 	-1.890364
0 0 1 0 1 	4.237255
0 0 1 0 2 	4.187210
0 0 1 0 3 	2.017699
0 0 1 1 0 	0.154214
0 0 1 1 1 	11.086170
0 0 1 1 2 	9.983304
0 0 1 1 3 	3.807254
0 0 1 2 0 	-0.067938
0 0 1 2 1 	-2.262711
0 0 1 2 2 	0.008931
0 0 1 2 3 	-3.382369
0 0 1 3 0 	-10.980882
0 0 1 3 1 	-2.705104
0 0 1 3 2 	-13.615660
0 0 1 3 3 	-10.172377
0 0 2 0 0 	-1.114630
0 0 2 0 1 	6.603765
0 0 2 0 2 	7.937790
0 0 2 0 3 	-8.300105
0 0 2 1 0 	3.376679
0 0 2 1 1 	2.112618
0 0 2 1 2 	8.929741
0 0 2 1 3 	-2.439047
0 0 2 2 0 	-0.345636
0 0 2 2 1 	-5.777717
0 0 2 2 2 	7.903278
0 0 2 2 3 	-3.073180
0 0 2 3 0 	5.756081
0 0 2 3 1 	-2.750576
0 0 2 3 2 	-1.281086
0 0 2 3 3 	-7.603944
0 0 3 0 0 	3.093662
0 0 3 0 1 	-15.264303
0 0 3 0 2 	15.039827
0 0 3 0 3 	-6.351078
0 0 3 1 0 	-3.206029
0 0 3 1 1 	4.236369
0 0 3 1 2 	2.053287
0 0 3 1 3 	-12.373251
0 0 3 2 0 	1.627107
0 0 3 2 1 	-6.473816
0 0 3 2 2 	-3.596538
0 0 3 2 3 	-2.190031
0 0 3 3 0 	-3.602322
0 0 3 3 1 	22.844590
0 0 3 3 2 	-0.356354
0 0 3 3 3 	-3.554248
0 1 0 0 0 	1.091504
0 1 0 0 1 	-0.201052
0 1 0 0 2 	-3.042190
0 1 0 0 3 	-8.318843
0 1 0 1 0 	-11.169297
0 1 0 1 1 	-1.009867
0 1 0 1 2 	21.062798
0 1 0 1 3 	3.290027
0 1 0 2 0 	6.224773
0 1 0 2 1 	2.573438
0 1 0 2 2 	-0.671411
0 1 0 2 3 	-3.497435
0 1 0 3 0 	3.087592
0 1 0 3 1 	1.198732
0 1 0 3 2 	-8.624482
0 1 0 3 3 	-3.815932
0 1 1 0 0 	2.300033
0 1 1 0 1 	-10.033191
0 1 1 0 2 	4.832839
0 1 1 0 3 	-1.089002
0 1 1 1 0 	1.822755
0 1 1 1 1 	1.481883
0 1 1 1 2 	84.888096
0 1 1 1 3 	5.195359
0 1 1 2 0 	-7.787070
0 1 1 2 1 	-9.273698
0 1 1 2 2 	11.851406
0 1 1 2 3 	39.147678
0 1 1 3 0 	-2.770711
0 1 1 3 1 	2.496132
0 1 1 3 2 	16.990040
0 1 1 3 3 	-4.801790
0 1 2 0 0 	-5.258144
0 1 2 0 1 	-2.825284
0 1 2 0 2 	-7.301688
0 1 2 0 3 	-3.252162
0 1 2 1 0 	0.975995
0 1 2 1 1 	2.702094
0 1 2 1 2 	0.383413
0 1 2 1 3 	2.672580
0 1 2 2 0 	5.039145
0 1 2 2 1 	1.238970
0 1 2 2 2 	-4.568464
0 1 2 2 3 	4.513993
0 1 2 3 0 	-2.264979
0 1 2 3 1 	-21.297100
0 1 2 3 2 	1.938564
0 1 2 3 3 	-5.112415
0 1 3 0 0 	-3.445677
0 1 3 0 1 	-7.484014
0 1 3 0 2 	-20.161282
0 1 3 0 3 	4.916628
0 1 3 1 0 	8.553094
0 1 3 1 1 	5.898948
0 1 3 1 2 	-5.088446
0 1 3 1 3 	3.589496
0 1 3 2 0 	2.994972
0 1 3 2 1 	-1.258707
0 1 3 2 2 	-10.991477
0 1 3 2 3 	-0.601224
0 1 3 3 0 	-4.276084
0 1 3 3 1 	4.419851
0 1 3 3 2 	-2.561383
0 1 3 3 3 	2.213392
0 2 0 0 0 	-16.370476
0 2 0 0 1 	12.187982
0 2 0 0 2 	-2.247075
0 2 0 0 3 	-2.528190
0 2 0 1 0 	2.388318
0 2 0 1 1 	11.556255
0 2 0 1 2 	5.129773
0 2 0 1 3 	-0.950067
0 2 0 2 0 	-7.705615
0 2 0 2 1 	1.905359
0 2 0 2 2 	-5.915266
0 2 0 2 3 	-0.701023
0 2 0 3 0 	5.076766
0 2 0 3 1 	-3.085373
0 2 0 3 2 	-19.366379
0 2 0 3 3 	-1.148702
0 2 1 0 0 	-2.699292
0 2 1 0 1 	1.622037
0 2 1 0 2 	0.536101
0 2 1 0 3 	-1.474821
0 2 1 1 0 	3.068007
0 2 1 1 1 	2.913415
0 2 1 1 2 	-1.592642
0 2 1 1 3 	2.887934
0 2 1 2 0 	6.669658
0 2 1 2 1 	-3.801407
0 2 1 2 2 	3.049125
0 2 1 2 3 	-7.491582
0 2 1 3 0 	-6.802661
0 2 1 3 1 	3.466524
0 2 1 3 2 	-6.952511
0 2 1 3 3 	1.682266
0 2 2 0 0 	56.299729
0 2 2 0 1 	5.117849
0 2 2 0 2 	-5.755524
0 2 2 0 3 	10.478669
0 2 2 1 0 	3.618197
0 2 2 1 1 	4.492942
0 2 2 1 2 	2.896436
0 2 2 1 3 	-4.400580
0 2 2 2 0 	-4.760746
0 2 2 2 1 	-2.696357
0 2 2 2 2 	-4.860094
0 2 2 2 3 	4.054864
0 2 2 3 0 	-0.255449
0 2 2 3 1 	2.925514
0 2 2 3 2 	-14.266256
0 2 2 3 3 	2.028996
0 2 3 0 0 	-0.431576
0 2 3 0 1 	-5.197304
0 2 3 0 2 	-3.352598
0 2 3 0 3 	6.409487
0 2 3 1 0 	0.250693
0 2 3 1 1 	-3.563793
0 2 3 1 2 	2.306008
0 2 3 1 3 	-64.197770
0 2 3 2 0 	-6.818619
0 2 3 2 1 	3.061852
0 2 3 2 2 	-41.705269
0 2 3 2 3 	-1.842874
0 2 3 3 0 	2.005620
0 2 3 3 1 	6.542941
0 2 3 3 2 	-7.129724
0 2 3 3 3 	5.563385
0 3 0 0 0 	-12.755651
0 3 0 0 1 	1.284623
0 3 0 0 2 	4.580311
0 3 0 0 3 	-14.872708
0 3 0 1 0 	-14.413530
0 3 0 1 1 	3.407220
0 3 0 1 2 	-2.329821
0 3 0 1 3 	-9.485223
0 3 0 2 0 	4.675489
0 3 0 2 1 	4.131430
0 3 0 2 2 	4.904335
0 3 0 2 3 	-6.414041
0 3 0 3 0 	-6.076144
0 3 0 3 1 	5.806325
0 3 0 3 2 	-10.069604
0 3 0 3 3 	-0.328089
0 3 1 0 0 	-1.790056
0 3 1 0 1 	7.638160
0 3 1 0 2 	-2.533051
0 3 1 0 3 	-0.864481
