5	1024
0 0 0 0 0 	2.228518
0 0 0 0 1 	-2.243471
0 0 0 0 2 	-2.691795
0 0 0 0 3 	5.126906
0 0 0 1 0 	1.383085
0 0 0 1 1 	-6.016949
0 0 0 1 2 	2.334330
0 0 0 1 3 	13.757638
0 0 0 2 0 	-2.167839
0 0 0 2 1 	0.103025
0 0 0 2 2 	-1.283917
0 0 0 2 3 	-1.211485
0 0 0 3 0 	8.498140
0 0 0 3 1 	5.273797
0 0 0 3 2 	1.880366
0 0 0 3 3 	0.269532
0 0 1 0 0 	-3.331760
0 0 1 0 1 	15.807933
0 0 1 0 2 	-2.265619
0 0 1 0 3 	3.371131
0 0 1 1 0 	4.144607
0 0 1 1 1 	3.491643
0 0 1 1 2 	0.778369
0 0 1 1 3 	-0.567962
0 0 1 2 0 	-3.724080
0 0 1 2 1 	-3.030308
0 0 1 2 2 	1.772701
0 0 1 2 3 	1.188366
0 0 1 3 0 	-11.091242
0 0 1 3 1 	-5.976842
0 0 1 3 2 	-10.901532
0 0 1 3 3 	-3.384269
0 0 2 0 0 	-0.896104
0 0 2 0 1 	-0.362243
0 0 2 0 2 	-2.478300
0 0 2 0 3 	-2.405016
0 0 2 1 0 	-3.672186
0 0 2 1 1 	-2.078950
0 0 2 1 2 	-1.244717
0 0 2 1 3 	-14.679612
0 0 2 2 0 	-0.002854
0 0 2 2 1 	-11.888104
0 0 2 2 2 	0.071277
0 0 2 2 3 	-14.658169
0 0 2 3 0 	-0.266067
0 0 2 3 1 	-4.083700
0 0 2 3 2 	6.894847
0 0 2 3 3 	1.781907
0 0 3 0 0 	4.418534
0 0 3 0 1 	1.748633
0 0 3 0 2 	0.577296
0 0 3 0 3 	-4.923622
0 0 3 1 0 	0.806904
0 0 3 1 1 	3.054468
0 0 3 1 2 	-4.614492
0 0 3 1 3 	-9.594050
0 0 3 2 0 	7.647021
0 0 3 2 1 	-9.423963
0 0 3 2 2 	-1.989513
0 0 3 2 3 	4.030669
0 0 3 3 0 	-8.210510
0 0 3 3 1 	27.344653
0 0 3 3 2 	-0.774942
0 0 3 3 3 	-1.687702
0 1 0 0 0 	0.779655
0 1 0 0 1 	-4.679179
0 1 0 0 2 	3.478013
0 1 0 0 3 	-10.030591
0 1 0 1 0 	-5.933728
0 1 0 1 1 	3.596237
0 1 0 1 2 	2.810173
0 1 0 1 3 	4.657097
0 1 0 2 0 	-5.348167
0 1 0 2 1 	5.953911
0 1 0 2 2 	11.238576
0 1 0 2 3 	1.283130
0 1 0 3 0 	0.423426
0 1 0 3 1 	-0.695571
0 1 0 3 2 	1.204144
0 1 0 3 3 	-1.133042
0 1 1 0 0 	0.613474
0 1 1 0 1 	-12.588663
0 1 1 0 2 	4.794833
0 1 1 0 3 	-3.671252
0 1 1 1 0 	-1.760449
0 1 1 1 1 	-1.839939
0 1 1 1 2 	11.268027
0 1 1 1 3 	1.801772
0 1 1 2 0 	-4.715134
0 1 1 2 1 	4.111427
0 1 1 2 2 	5.271936
0 1 1 2 3 	3.539556
0 1 1 3 0 	-5.658009
0 1 1 3 1 	5.050815
0 1 1 3 2 	-2.008903
0 1 1 3 3 	-4.561327
0 1 2 0 0 	-2.579336
0 1 2 0 1 	-2.048018
0 1 2 0 2 	-3.551159
0 1 2 0 3 	-4.556157
0 1 2 1 0 	0.240829
0 1 2 1 1 	-5.099660
0 1 2 1 2 	-1.899603
0 1 2 1 3 	0.800073
0 1 2 2 0 	-4.567347
0 1 2 2 1 	-12.189431
0 1 2 2 2 	-1.954778
0 1 2 2 3 	0.783066
0 1 2 3 0 	-0.345855
0 1 2 3 1 	-2.648850
0 1 2 3 2 	-2.456435
0 1 2 3 3 	-7.043962
0 1 3 0 0 	-13.910186
0 1 3 0 1 	1.008578
0 1 3 0 2 	-2.112478
0 1 3 0 3 	4.547594
0 1 3 1 0 	1.048296
