5	1024
0 0 0 0 0 	0.248252
0 0 0 0 1 	0.960000
0 0 0 0 2 	-0.430000
0 0 0 0 3 	0.250000
0 0 0 1 0 	-0.022540
0 0 0 1 1 	-0.194322
0 0 0 1 2 	0.550000
0 0 0 1 3 	0.197945
0 0 0 2 0 	0.520000
0 0 0 2 1 	0.487200
0 0 0 2 2 	-0.508400
0 0 0 2 3 	-0.436036
0 0 0 3 0 	-0.206653
0 0 0 3 1 	0.500000
0 0 0 3 2 	-0.137090
0 0 0 3 3 	-0.635596
0 0 1 0 0 	-0.056740
0 0 1 0 1 	0.860000
0 0 1 0 2 	-0.140000
0 0 1 0 3 	-0.200000
0 0 1 1 0 	0.170000
0 0 1 1 1 	0.270000
0 0 1 1 2 	-0.700000
0 0 1 1 3 	-0.890000
0 0 1 2 0 	-0.292217
0 0 1 2 1 	-0.293040
0 0 1 2 2 	0.359685
0 0 1 2 3 	0.120000
0 0 1 3 0 	0.190000
0 0 1 3 1 	0.300000
0 0 1 3 2 	0.520000
0 0 1 3 3 	-0.254941
0 0 2 0 0 	-0.660000
0 0 2 0 1 	0.150000
0 0 2 0 2 	-0.321050
0 0 2 0 3 	0.510000
0 0 2 1 0 	-0.368200
0 0 2 1 1 	-0.220286
0 0 2 1 2 	0.049255
0 0 2 1 3 	0.770000
0 0 2 2 0 	-0.237263
0 0 2 2 1 	-0.730000
0 0 2 2 2 	0.497644
0 0 2 2 3 	-0.470000
0 0 2 3 0 	0.290013
0 0 2 3 1 	0.260000
0 0 2 3 2 	-0.930000
0 0 2 3 3 	-0.010000
0 0 3 0 0 	-0.146803
0 0 3 0 1 	-0.070000
0 0 3 0 2 	-0.227968
0 0 3 0 3 	-0.580000
0 0 3 1 0 	-0.366018
0 0 3 1 1 	0.180000
0 0 3 1 2 	0.107899
0 0 3 1 3 	-0.307400
0 0 3 2 0 	0.294260
0 0 3 2 1 	-0.840000
0 0 3 2 2 	0.241002
0 0 3 2 3 	0.360574
0 0 3 3 0 	-0.171568
0 0 3 3 1 	-0.432039
0 0 3 3 2 	0.191731
0 0 3 3 3 	0.020000
0 1 0 0 0 	0.130000
0 1 0 0 1 	-0.650000
0 1 0 0 2 	-0.670388
0 1 0 0 3 	-0.450000
0 1 0 1 0 	-0.770000
0 1 0 1 1 	0.490412
0 1 0 1 2 	-0.400846
0 1 0 1 3 	0.054284
0 1 0 2 0 	0.140000
0 1 0 2 1 	-0.800000
0 1 0 2 2 	0.540000
0 1 0 2 3 	-0.502768
0 1 0 3 0 	0.031003
0 1 0 3 1 	0.100815
0 1 0 3 2 	-0.920000
0 1 0 3 3 	-1.000000
0 1 1 0 0 	0.404487
0 1 1 0 1 	0.137145
