0,7,25
5,5,25
10,16,25
15,9,25
20,13,25
25,13,25
30,10,25
35,10,25
40,16,25
45,5,25
50,16,25
55,12,25
60,14,25
65,16,25
70,15,25
75,14,25
80,15,25
85,14,25
90,12,25
95,19,25
100,13,25
105,16,25
110,14,25
115,16,25
120,11,25
125,15,25
130,15,25
135,11,25
140,12,25
145,9,25
150,15,25
155,12,25
160,17,25
165,13,25
170,14,25
175,14,25
180,17,25
185,15,25
190,16,25
195,13,25
200,15,25
205,15,25
210,18,25
215,10,25
220,8,25
225,13,25
230,19,25
235,14,25
240,12,25
245,13,25
250,17,25
255,10,25
260,14,25
265,19,25
270,11,25
275,8,25
280,9,25
285,18,25
290,14,25
295,15,25
300,17,25
305,13,25
310,12,25
315,15,25
320,15,25
325,16,25
330,12,25
335,16,25
340,13,25
345,13,25
350,15,25
355,13,25
360,13,25
365,23,24
370,20,25
375,15,25
380,18,25
385,21,25
390,20,25
395,11,25
400,19,25
405,12,25
410,20,25
415,12,25
420,10,25
425,18,25
430,16,25
435,16,25
440,19,25
445,18,25
450,11,25
455,11,25
460,16,25
465,17,25
470,12,25
475,23,25
480,20,22
